id,province_id,name,alt_name,latitude,longitude
7501,75,KABUPATEN BOALEMO,KABUPATEN BOALEMO,0.62689,122.3568
7502,75,KABUPATEN GORONTALO,KABUPATEN GORONTALO,0.5728,122.2337
7503,75,KABUPATEN POHUWATO,KABUPATEN POHUWATO,0.7098,121.59582
7504,75,KABUPATEN BONE BOLANGO,KABUPATEN BONE BOLANGO,0.50296,123.27501
7505,75,KABUPATEN GORONTALO UTARA,KABUPATEN GORONTALO UTARA,0.77,122.31667
7571,75,KOTA GORONTALO,KOTA GORONTALO,0.53333,123.1
